date,text,rating,translated_text
2023-11-14,"👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻 genocides support, Disnep you’re children’s murderer !!!",1,"👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻 dukungan genosida, Disnep kamu pembunuh anak-anak!!!"
2023-11-14,Donatur pembunuhan,1,Donatur pembunuhan
2023-11-14,Aplikasi yang Mendukung pembunuhan anak-anak sangat tidak rekomended,1,Aplikasi yang Mendukung pembunuhan anak-anak sangat tidak rekomended
2023-11-14,"Shame on you disney, pendukung israhell",1,"Shame on you disney, pendukung israhell"
2023-11-14,Good Bye,1,Selamat tinggal
2023-11-14,think about children in Palestine,1,pikirkan tentang anak-anak di Palestina
2023-11-14,Bnyak mempoduksi film animasi tapi donasi dan mendukung pembunuhan anak-anak!,1,Bnyak mempoduksi film animasi tapi donasi dan mendukung pembunuhan anak-anak!
2023-11-13,"Kurang menarik, semoga ada paketan yg lebih seru",1,"Kurang menarik, semoga ada paketan yg lebih seru"
2023-11-13,"Banyak review bisa nobar group, nyatanya gak ada",1,"Banyak review bisa nobar group, nyatanya gak ada"
2023-11-13,"Disney donation to israel, the country do kill to children in palestine",1,"Sumbangan Disney ke Israel, negara tersebut memang membunuh anak-anak di Palestina"
2023-11-13,Jelek channel gak komplit gambar rusak. mending nonton tv tabung,1,Jelek channel gak komplit gambar rusak. mending nonton tv tabung
2023-11-13,Shame on you disney..!,1,Malu padamu disney..!
2023-11-13,Apk tai,1,Apk tai
2023-11-13,"maaf saya logout, #savepalestine",1,"maaf saya logout, #savepalestine"
2023-11-13,"Kebanyakan stop sendiri, yoweslah msh byk lainnya",1,"Kebanyakan stop sendiri, yoweslah msh byk lainnya"
2023-11-12,"100 years of creating works to entertain children, but now I'm giving aid to countries that kill children",1,"100 tahun menciptakan karya untuk menghibur anak-anak, tapi sekarang saya memberikan bantuan ke negara-negara yang membunuh anak-anak"
2023-11-12,"100 tahun bikin film buat menghibur anak anak, malah ngirim donasi buat orang yang bantai anak anak",1,"100 tahun bikin film buat menghibur anak anak, malah ngirim donasi buat orang yang bantai anak anak"
2023-11-12,Shame on you!,1,Malu padamu!
2023-11-12,"Langanan telkomsel halo uda lama karena kerjasama sama disney dan gratis langganan akhirnya aku download , tapi ternyata disney sekarang dukung israel dan jadi aku deleted 😮‍💨",1,"Langanan telkomsel halo uda lama karena kerjasama sama disney dan gratis langganan akhirnya aku download , tapi ternyata disney sekarang dukung israel dan jadi aku deleted 😮‍💨"
2023-11-12,Boycottttt,1,Boikotttt
2023-11-12,Because disney donates $2 million to Israel,1,Karena Disney menyumbangkan $2 juta ke Israel
2023-11-12,Hiburan anak tetapi mendukung negara yang (tau lah gimana),1,Hiburan anak tetapi mendukung negara yang (tau lah gimana)
2023-11-12,"Since i know u support z10nis killing children in P4lest1ne, suddenly uninstall! Langsung stop berlangganan!",1,"Since i know u support z10nis killing children in P4lest1ne, suddenly uninstall! Langsung stop berlangganan!"
2023-11-12,Suck apps,1,Sedot aplikasi
2023-11-12,"sorry i give 1 star, because disney donated israel for war and kill palestine children",1,"maaf saya kasih bintang 1, karena disney menyumbang israel untuk perang dan membunuh anak palestina"
2023-11-12,Shame on you. How can a platform that always entertains children become their killing machine!!,1,Malu padamu. Bagaimana platform yang selalu menghibur anak-anak bisa menjadi mesin pembunuh mereka!!
2023-11-12,"My subscription will end in May 2024, but everytime I click the app it says invalid user session!",1,"Langganan saya akan berakhir pada Mei 2024, tetapi setiap kali saya mengeklik aplikasi, muncul pesan sesi pengguna tidak valid!"
2023-11-12,U support zionis and genocide,1,Anda mendukung zionis dan genosida
2023-11-12,Big NO application,1,Aplikasi NO besar
2023-11-12,I’M WITH PALESTINE. Allahu Akbar.,1,SAYA BERSAMA PALESTINA. Allahu Akbar.
2023-11-12,"Naikin harga gak masuk akal, uangnya di buat danain israel sampe 31 Milyar buat bunuh2in anak2 di palestina.
Gausah penah lagi download atau berlangganan disney lagi.",1,"Naikin harga gak masuk akal, uangnya di buat danain israel sampe 31 Milyar buat bunuh2in anak2 di palestina.
Gausah penah lagi download atau berlangganan disney lagi."
2023-11-12,"Donated for killing childrens in Gaza, w*f",1,"Disumbangkan untuk membunuh anak-anak di Gaza, w*f"
2023-11-12,Sorry I uninstall Disney+ Hotstar because you support Isr4el,1,Maaf saya menghapus instalasi Disney+ Hotstar karena Anda mendukung Isr4el
2023-11-12,Tak berperikemanusiaan dan keadilan.,1,Tak berperikemanusiaan dan keadilan.
2023-11-12,Puuucckkk yuuuu,1,Puuucckkk yuuuu
2023-11-12,Silakan masuk netijen budiman,1,Silakan masuk netijen budiman
2023-11-12,"Kokk ga sensitif ya, menyumbang kok ke pihak yang menyerang secara membabi buta",1,"Kokk ga sensitif ya, menyumbang kok ke pihak yang menyerang secara membabi buta"
2023-11-11,Ga bisa connect,1,Ga bisa connect
2023-11-11,"Log out from disney coz it support israhell which the real terrorist. How come you production movies to pleasing child while you support killing child. It is so hypocrite, disney you shud be shame",1,"Logout dari Disney karena mendukung Israel yang merupakan teroris sesungguhnya. Kenapa kamu memproduksi film untuk menyenangkan anak-anak sementara kamu mendukung pembunuhan anak-anak. Ini munafik sekali, Disney kamu seharusnya malu"
2023-11-11,sorry not sorry but i wont support platform that support ge n o cyde,1,maaf tidak maaf tetapi saya tidak akan mendukung platform yang mendukung kode ge no
2023-11-11,Naikin harga tanpa pemberitahuan,1,Naikin harga tanpa pemberitahuan
2023-11-11,sorry have to delete this after knowing that disney just supported to give funds for israel,1,maaf harus menghapus ini setelah mengetahui bahwa Disney hanya mendukung pemberian dana untuk Israel
2023-11-11,Aplikasi pengumbang duit ke PENJAJAH LAKNAT!,1,Aplikasi penggalangan uang untuk PENJAJAH LAKNAT!
2023-11-11,Bgst,1,Pertama
2023-11-11,"Karena disney dukung israel, bye disney!!!",1,"Karena disney dukung israel, bye disney!!!"
2023-11-11,Bye byeee 😛,1,Sampai jumpa 😛
2023-11-05,please provide playback speeddddd,3,tolong berikan kecepatan pemutarandddd
2023-11-11,"I hate disney plus cuz you relate with the Z10N15.
Thanks",1,"Saya benci Disney plus karena Anda berhubungan dengan Z10N15.
Terima kasih"
2023-11-11,"syg paling rendah nilai bintang 1 klo ad bwh 1 sya ksih dbwah ny

ini bentuk protes saya thdp disney dgn alasan anak perusahaan walt disney company yg terafiliasi dgn donasi kejahatan kemanusiaan israel di palestina!!",1,"syg paling rendah nilai bintang 1 klo ad bwh 1 sya ksih dbwah ny

ini bentuk protes saya thdp disney dgn alasan anak perusahaan walt disney company yg terafiliasi dgn donasi kejahatan kemanusiaan israel di palestina!!"
2023-11-11,This app supporting Israel,1,Aplikasi ini mendukung Israel
2023-11-10,"terlalu memaksa konten lgbt ada pada kartun anak, keberpihakan kepada penjajah",1,"terlalu memaksa konten lgbt ada pada kartun anak, keberpihakan kepada penjajah"
2023-11-10,Zionis laknat,1,Zionis terkutuk
2023-11-10,Disney Pro Zionist..!!! No more for disney!,1,Disney Pro Zionis..!!! Tidak ada lagi untuk Disney!
2023-11-06,Already buy subscription and cant use it,1,Sudah membeli langganan dan tidak dapat menggunakannya
2023-11-01,why has the subscription price increased to become so expensive?,3,kenapa harga berlangganannya naik jadi mahal?
2023-11-05,Ga dulu deh. Thx,1,Ga dulu deh. Thx
2023-11-05,When u supposed to be entertaining children all around the world but supporting gnc!de that half of the victims is children and babies,1,Ketika Anda seharusnya menghibur anak-anak di seluruh dunia tetapi mendukung gnc!de bahwa setengah dari korbannya adalah anak-anak dan bayi
2023-11-03,gajelas gabisa ganti email,1,gajelas gabisa ganti email
2023-11-03,"ini kenapa sih
udah bayar sampe 2x tp tetep g bisa buka
alasannya masih ada vpn yg kebuka
padahal di tv ma hp sama g ada vpn nya
duit aja yg di ambil 
tp pelayanan sulit",1,"ini kenapa sih
udah bayar sampe 2x tp tetep g bisa buka
alasannya masih ada vpn yg kebuka
padahal di tv ma hp sama g ada vpn nya
duit aja yg di ambil 
tp pelayanan sulit"
2023-11-02,Shame on uuuuuu😡,1,Malu itu uuuuuu😡
2023-11-02,"the display of films according to genre is not satisfactory, there should be a choice of films from which country you want to watch.",1,"tampilan film menurut genre kurang memuaskan, harusnya ada pilihan film dari negara mana yang ingin ditonton."
2023-11-01,Subscribed disney for a year and started regretting the decision the ux is confusing i cant make the subtitle as large as the one netflix has it even has 3 options NOT THOUGHTFUL ENOUGH FOR US WITH MYOPIA anyway the fast forward button is not even the worst thing Im giving 1 star for ahn hyo seop from dr romantic 3 he’s the only good thing yall have,1,Berlangganan disney selama setahun dan mulai menyesali keputusan uxnya membingungkan Saya tidak bisa membuat subtitle sebesar yang ada di netflix bahkan memiliki 3 opsi TIDAK CUKUP PIKIRAN UNTUK KITA DENGAN MYOPIA lagipula tombol fast forward bahkan bukan yang terburuk Saya memberikan 1 bintang untuk ahn hyo seop dari dr romantis 3 dia satu-satunya hal baik yang kalian miliki
2023-11-01,Aplikasi nggak jelas,1,Aplikasi nggak jelas
2023-10-31,Mending pakai Netflix,1,Mending pakai Netflix
2023-10-31,Shame on you,1,Malu padamu
2023-10-31,Maaf saya harus pergi mulai hari ini dari kalian.,1,Maaf saya harus pergi mulai hari ini dari kalian.
2023-10-03,"Untuk pencinta film” animasi disini cukup lengkap ya, sangat membantu dan bagus sekali",5,"Untuk pencinta film” animasi disini cukup lengkap ya, sangat membantu dan bagus sekali"
2023-10-30,The restriction on using a VPN is ridiculous. I need to feel safe when I am on public WiFi. And you deserve to be boycotted and deleted. Enough with your bloody money and bloody propaganda. Child killer!,1,Pembatasan penggunaan VPN itu konyol. Saya perlu merasa aman saat menggunakan WiFi publik. Dan Anda layak untuk diboikot dan dihapus. Cukup dengan uang berdarah dan propaganda berdarahmu. Pembunuh anak-anak!
2023-10-28,You have blood in your hands for subscribing to disney,1,Anda memiliki darah di tangan Anda karena berlangganan Disney
2023-10-28,"Kualitas buruk, harga mahal, film baru lama update nya, suka ngelek, koneksi harus bagus",1,"Kualitas buruk, harga mahal, film baru lama update nya, suka ngelek, koneksi harus bagus"
2023-10-27,"Baru 1 minggu login lewat hp, tiba2 ke logout sendiri. Mau login lagi gak bisa. Udah dicoba berkali kali. Dari awal langganan juga gak bisa login tv. Maunya apaa ini",1,"Baru 1 minggu login lewat hp, tiba2 ke logout sendiri. Mau login lagi gak bisa. Udah dicoba berkali kali. Dari awal langganan juga gak bisa login tv. Maunya apaa ini"
2023-10-25,You are zionist! Killers! Go to hell!,1,Anda adalah Zionis! Pembunuh! Pergilah ke neraka!
2023-10-23,"From 200k permonth to 799k permonth, so i choose netflix",1,"Dari 200k per bulan menjadi 799k per bulan, jadi saya pilih netflix"
2023-10-19,why are you making it difficult to unsubs??? I already unlink my payment but you still charge?? just make it easy for us to cancel sub. GOD DAMN !,1,kenapa kamu mempersulit unsubs??? Saya sudah membatalkan tautan pembayaran saya tetapi Anda masih menagihnya?? permudah saja kami untuk membatalkan sub. sialnya!
2023-10-18,Mohon lebih banyak film horor karena seru tegang & mencintai produksi Indonesia Terimakasih,3,Mohon lebih banyak film horor karena seru tegang & mencintai produksi Indonesia Terimakasih
2023-10-17,Saya males perpanjang lgi krna harganya naik terus dri 30rb an skrg naik 65rb,2,Saya males perpanjang lgi krna harganya naik terus dri 30rb an skrg naik 65rb
2023-10-16,When i open the apps it says invalid user/session please log out but there is no log out button. Reinstall the app and same problem persist without allowing me to even login first. What a waste of subscription.,1,"Ketika saya membuka aplikasi dikatakan pengguna/sesi tidak valid, harap keluar tetapi tidak ada tombol keluar. Instal ulang aplikasi dan masalah yang sama tetap ada bahkan tanpa mengizinkan saya masuk terlebih dahulu. Langganan yang sia-sia."
2023-10-16,Apk kurang jelas,1,Apk kurang jelas
2023-10-15,"I was subscribed until January 2024
But i can’t play in my smart tv
Alredy install and uninstall, clear cache etc but it’s nor work. Please advice",3,"Saya berlangganan hingga Januari 2024
Tapi saya tidak bisa bermain di smart TV saya
Sudah instal dan uninstall, hapus cache dll tetapi tidak berhasil. Mohon saran"
2023-10-15,Ga nyaman banget,3,Ga nyaman banget
2023-10-11,"Sudah download berkali” udh berlangganan tapi giliran udh lama gadibuka pas masuk tidak bisa , keterangan sesi tidak validd cok cok",1,"Sudah download berkali” udh berlangganan tapi giliran udh lama gadibuka pas masuk tidak bisa , keterangan sesi tidak validd cok cok"
2023-10-09,"Sebelumnya 200rban per tahun, lah tiba"" 799rban, tiba"" naik berkali"" lipat , film itu itu aja pula",1,"Sebelumnya 200rban per tahun, lah tiba"" 799rban, tiba"" naik berkali"" lipat , film itu itu aja pula"
2023-10-08,Dari harga 39k ke 119k,1,Dari harga 39k ke 119k
2023-10-08,The subscription price increase like 4x and it asked me to renew when my subs has not yet ended. Good job disney and goodbye :),1,Harga langganan naik sekitar 4x dan saya diminta untuk memperbarui ketika langganan saya belum berakhir. Kerja bagus Disney dan selamat tinggal :)
2023-10-07,"Aku uninstal karena biaya berlangganan dinaikan😩, udh kurang suka juga series” dan film” dari disney yang sekarang banyak banget konten” LGBT. Jijik aku liatnya 🤢",1,"Aku uninstal karena biaya berlangganan dinaikan😩, udh kurang suka juga series” dan film” dari disney yang sekarang banyak banget konten” LGBT. Jijik aku liatnya 🤢"
2023-10-03,I’m trying to cancel my subscription but it doesn’t allow me do so,1,Saya mencoba untuk membatalkan langganan saya tetapi saya tidak dapat melakukannya
2023-09-22,Filmnya lengkap,5,Filmnya lengkap
2023-09-29,"loginnya susah bgt sms otp nya jaraang adaa, kalo buat nonton di laptop yang buka dr web sering bgt ga masuk sms, nyoba 100x jg gabisa😮‍💨😮‍💨",3,"loginnya susah bgt sms otp nya jaraang adaa, kalo buat nonton di laptop yang buka dr web sering bgt ga masuk sms, nyoba 100x jg gabisa😮‍💨😮‍💨"
2023-09-29,dlu bagus padahal tpi sekrg kok mlh jlek gni? film indo bnyk yg ilang ky aadc dn operation wedding agak kecewa si pdhl subscribe disney+ buat rewatch itu tp uda ilang smua film nya,1,"Dulunya bagus, tapi sekarang kenapa jadi buruk? banyak film indo yang hilang ky aadc dn Operation Wedding agak kecewa pdhl subscribe disney+ untuk di rewatch tapi semua filmnya hilang"
